rssi,snr,esp,Altitude,Latitude,Longitude,Pixel_X,Pixel_Y
-103,1,-125.6389203,3.648773193359375,22.52884675,113.9341048,352,1069
-117,-8,-125.6389203,3.648773193359375,22.53947507,113.9347384,352,1069
-121,-12,-133.2657238,4.725311279296875,22.53946681,113.9347628,353,1072
-122,-16,-138.1077423,14.103271484375,22.53946296,113.933741,354,967
-120,-14,-134.1695429,5.258575439453125,22.53945658,113.9347756,354,1073
-120,-10,-130.4139269,5.645660400390625,22.53944995,113.9347811,355,1073
-119,-11,-130.3319562,14.5535888671875,22.53942997,113.9336881,357,961
-117,-8,-125.6389203,14.6973876953125,22.53943633,113.9336955,357,962
-120,-11,-131.3319562,6.121795654296875,22.53943515,113.9347926,357,1075
-120,-12,-132.2657238,6.394439697265625,22.53942714,113.9347975,358,1075
-119,-13,-132.212384,14.9539794921875,22.53941719,113.9336747,359,960
-124,-14,-138.1695429,6.565155029296875,22.53941221,113.9348093,359,1076
-123,-15,-138.1352092,6.31634521484375,22.53940444,113.9348163,360,1077
-124,-12,-136.2657238,6.2904052734375,22.53938745,113.9348243,362,1078
-116,-19,-135.0543331,15.24957275390625,22.53937403,113.9336264,363,955
-119,-11,-130.3319562,6.14935302734375,22.53937994,113.9348274,363,1078
-123,-13,-136.212384,15.91888427734375,22.53936954,113.9336162,364,954
-123,-11,-134.3319562,7.190765380859375,22.5393701,113.9348415,364,1080
-121,-13,-134.212384,15.98846435546875,22.53935673,113.9335851,365,950
-120,-11,-131.3319562,8.69354248046875,22.53935653,113.9348613,365,1082
-118,-12,-130.2657238,15.8228759765625,22.53934698,113.9335339,366,945
-121,-13,-134.212384,15.76641845703125,22.53935261,113.9335649,366,948
-117,-8,-125.6389203,8.6710205078125,22.53935215,113.9348683,366,1082
-121,-15,-136.1352092,15.4068603515625,22.53934085,113.9334879,367,941
-122,-14,-136.1695429,15.2371826171875,22.53934405,113.9334996,367,942
-121,-13,-134.212384,15.55035400390625,22.53934571,113.9335229,367,944
-120,-10,-130.4139269,9.42156982421875,22.539338,113.9348907,367,1085
-119,-14,-133.1695429,15.6072998046875,22.53933002,113.9334384,368,935
-115,-9,-124.5149694,15.28778076171875,22.53933508,113.9334569,368,937
-123,-14,-137.1695429,15.60223388671875,22.53933669,113.9334671,368,938
-121,-16,-137.1077423,15.784423828125,22.53932333,113.9334105,369,933
-115,-19,-134.0543331,15.6561279296875,22.53932836,113.9334279,369,934
-120,-11,-131.3319562,10.435028076171877,22.53932565,113.9349153,369,1087
-118,-10,-128.4139269,10.430938720703123,22.53931231,113.9349402,370,1090
-120,-12,-132.2657238,16.70233154296875,22.5393092,113.933384,371,930
-122,-13,-135.212384,17.1949462890625,22.53929857,113.9333543,372,927
-124,-13,-137.212384,10.71893310546875,22.53929796,113.9349842,372,1094
-122,-13,-135.212384,10.531005859375,22.5392968,113.9349933,372,1095
-123,-14,-137.1695429,10.47454833984375,22.53929535,113.935011,372,1097
-121,-12,-133.2657238,10.5150146484375,22.53929616,113.935018,372,1098
-118,-13,-131.212384,16.133544921875,22.539289,113.933315,373,923
-122,-13,-135.212384,10.05462646484375,22.53929143,113.9350597,373,1102
-123,-15,-138.1352092,15.8428955078125,22.53927526,113.9332986,374,921
-117,-11,-128.3319562,15.60870361328125,22.53926649,113.9332909,375,920
-124,-14,-138.1695429,9.62481689453125,22.53927251,113.9350802,375,1104
-118,-10,-128.4139269,9.098358154296877,22.53926361,113.9350844,376,1105
-121,-12,-133.2657238,8.656463623046875,22.53924156,113.935084,378,1105
-112,-4,-117.4554046,14.58062744140625,22.53922879,113.9332802,380,919
-115,-9,-124.5149694,13.505615234375,22.53920315,113.9332614,382,917
-114,-10,-124.4139269,13.700927734375,22.5392114,113.933267,382,918
-125,-13,-138.212384,7.322601318359375,22.53920753,113.9350828,382,1105
-119,-11,-130.3319562,12.93707275390625,22.53918971,113.9332494,384,916
-114,-10,-124.4139269,12.78253173828125,22.53918409,113.9332434,385,915
-117,-8,-127.5264236,12.0904541015625,22.53916862,113.9332251,386,913
-119,-10,-127.5264236,12.0904541015625,22.53916862,113.9332251,386,913
-122,-12,-134.2657238,5.719207763671875,22.53917445,113.9350837,386,1105
-116,-8,-124.6389203,11.76763916015625,22.5391582,113.9332187,387,913
-114,-10,-124.4139269,11.69012451171875,22.53915039,113.9332195,388,913
-124,-15,-139.1352092,5.015594482421875,22.53915675,113.9350824,388,1104
-115,-7,-122.7900975,22.58709716796875,22.53914846,113.9312001,389,705
-104,-1,-107.5390189,22.289306640625,22.53914845,113.9312095,389,706
-110,-4,-115.4554046,21.72601318359375,22.53914441,113.9312275,389,708
-110,-4,-115.4554046,21.9776611328125,22.5391363,113.9311795,390,703
-111,-3,-115.7643486,21.1427001953125,22.53913528,113.9312572,390,711
-111,-7,-118.7900975,20.883056640625,22.53913149,113.9312654,390,712
-116,-11,-127.3319562,10.996551513671877,22.53913552,113.9332198,390,913
-106,-2,-110.124426,21.89410400390625,22.53913009,113.9311715,391,702
-115,-5,-121.1933105,20.3248291015625,22.53912203,113.9312823,391,714
-117,-9,-126.5149694,10.674285888671877,22.53912939,113.9332219,391,913
-107,-1,-110.5390189,20.1226806640625,22.5391169,113.93129,392,715
-122,-14,-136.1695429,3.4202880859375,22.53911805,113.9350836,392,1105
-106,-1,-109.5390189,21.01934814453125,22.53911221,113.9311543,393,701
-109,-4,-114.4554046,19.4989013671875,22.53910686,113.9313048,393,716
-119,-10,-129.4139269,3.2366943359375,22.53910782,113.9350828,393,1104
-116,-8,-124.6389203,20.4881591796875,22.53910288,113.9311446,394,700
-113,-5,-119.1933105,19.31768798828125,22.53910394,113.9313127,394,717
-114,-6,-120.9732279,20.4222412109375,22.53908398,113.9311252,396,698
-116,-10,-126.4139269,9.20733642578125,22.5390812,113.9332454,396,916
-117,-8,-125.6389203,3.1092529296875,22.53907953,113.9350869,396,1105
-111,-6,-117.9732279,20.35430908203125,22.53907588,113.931116,397,697
-105,-1,-108.5390189,18.05755615234375,22.53907526,113.9313584,397,722
-117,-9,-126.5149694,8.94140625,22.53907227,113.9332442,397,915
-110,-4,-115.4554046,19.73504638671875,22.53906057,113.9310981,398,695
-122,-11,-133.3319562,3.108795166015625,22.53906177,113.9350888,398,1105
-114,-5,-120.1933105,19.66729736328125,22.53905389,113.9310912,399,694
-103,0,-106.0103,17.5499267578125,22.53905543,113.9313674,399,722
-118,-9,-127.5149694,8.33282470703125,22.5390582,113.9332399,399,915
-123,-15,-138.1352092,8.114349365234375,22.53905005,113.9332393,400,915
-116,-7,-123.7900975,19.139404296875,22.53903769,113.9310773,401,693
-123,-14,-137.1695429,3.527313232421875,22.53903573,113.9350905,401,1105
-112,-7,-119.7900975,17.24884033203125,22.53902733,113.9313772,402,723
-120,-11,-131.3319562,7.580718994140625,22.53902546,113.9332372,402,915
-122,-12,-134.2657238,3.554351806640625,22.5390273,113.9350893,402,1105
-119,-7,-126.7900975,18.67913818359375,22.539016,113.9310533,403,690
-110,-4,-115.4554046,17.13934326171875,22.5390202,113.9313823,403,724
-118,-9,-127.5149694,18.39508056640625,22.53900866,113.9310457,404,689
-114,-8,-122.6389203,7.297760009765625,22.53900614,113.9332429,404,915
-120,-14,-134.1695429,3.5010986328125,22.53901049,113.9350869,404,1105
-107,-3,-111.7643486,16.97833251953125,22.5390024,113.9313952,405,725
-122,-11,-133.3319562,7.312042236328125,22.5389982,113.933246,405,916
-111,-3,-115.7643486,18.02349853515625,22.53899365,113.9310334,406,688
-109,-4,-114.4554046,16.7598876953125,22.53899305,113.9314012,406,726
-113,-7,-120.7900975,17.676513671875,22.53898609,113.9310242,407,687
-119,-13,-132.212384,3.67779541015625,22.53898564,113.9350863,407,1105
-115,-9,-124.5149694,17.528564453125,22.53897211,113.9310114,408,686
-117,-9,-126.5149694,6.983612060546875,22.53897565,113.9332494,408,916
-111,-6,-117.9732279,17.30291748046875,22.5389645,113.9310037,409,685
-104,1,-106.5390189,16.6827392578125,22.53896289,113.9314107,409,727
-120,-11,-131.3319562,6.61383056640625,22.53895901,113.9332488,410,916
-121,-13,-134.212384,4.3341064453125,22.53895199,113.9350895,410,1105
-113,-7,-120.7900975,16.88128662109375,22.53894813,113.9309946,411,684
-114,-6,-120.9732279,23.0784912109375,22.53894515,113.9317463,411,761
-118,-9,-127.5149694,22.98199462890625,22.53894679,113.9317546,411,762
-114,-6,-120.9732279,23.4862060546875,22.53894491,113.9318053,411,767
-118,-9,-127.5149694,23.316650390625,22.5389452,113.9318144,411,768
-111,-5,-117.1933105,22.77020263671875,22.53894433,113.9318312,411,770
-108,-4,-113.4554046,16.5855712890625,22.53894196,113.9314113,412,727
-110,-6,-116.9732279,22.51654052734375,22.53893377,113.931685,412,755
-116,-8,-124.6389203,22.560302734375,22.5389361,113.9316963,412,756
-115,-9,-124.5149694,22.5230712890625,22.53893909,113.9317166,412,758
-115,-6,-121.9732279,22.7208251953125,22.53894086,113.9317271,412,759
-118,-8,-126.6389203,23.11529541015625,22.53894087,113.9317768,412,765
-108,-5,-114.1933105,23.19940185546875,22.53894043,113.9317874,412,766
-113,-10,-123.4139269,22.78057861328125,22.53893965,113.9318399,412,771
-121,-11,-132.3319562,6.8475341796875,22.53893569,113.9332557,412,917
-118,-7,-125.7900975,4.695404052734375,22.53893601,113.9350954,412,1106
-113,-4,-118.4554046,16.84906005859375,22.53893189,113.9314124,413,727
-117,-7,-124.7900975,18.68902587890625,22.53892687,113.9315249,413,739
-112,-4,-117.4554046,18.85040283203125,22.53892804,113.9315345,413,740
-116,-8,-124.6389203,19.5555419921875,22.53893016,113.9315626,413,743
-113,-7,-120.7900975,20.2928466796875,22.53892843,113.9315851,413,745
-110,-4,-115.4554046,20.470947265625,22.53892881,113.9315964,413,746
-107,-2,-111.124426,21.04486083984375,22.53892754,113.9316184,413,748
-119,-10,-129.4139269,21.28057861328125,22.53892697,113.9316301,413,749
-119,-13,-132.212384,21.94378662109375,22.53892943,113.9316518,413,752
-119,-11,-130.3319562,22.37530517578125,22.53893053,113.9316641,413,753
-113,-8,-121.6389203,22.6348876953125,22.53893273,113.9318612,413,773
-116,-8,-124.6389203,22.556884765625,22.53892961,113.9318729,413,774
-119,-11,-130.3319562,6.7574462890625,22.53892847,113.9332588,413,917
-114,-8,-122.6389203,18.0167236328125,22.53892013,113.9314939,414,735
-106,0,-109.0103,18.27740478515625,22.53892278,113.9315031,414,736
-115,-9,-124.5149694,22.4300537109375,22.53892061,113.9318948,414,777
-114,-9,-123.5149694,21.2764892578125,22.53892034,113.9320633,414,794
-117,-8,-125.6389203,21.10113525390625,22.53891812,113.9320741,414,795
-112,-3,-116.7643486,16.427978515625,22.53890932,113.9309969,415,684
-109,-3,-113.7643486,17.0311279296875,22.53891352,113.9314161,415,727
-104,-1,-113.7643486,17.0311279296875,22.53608099,113.9296108,415,727
-111,-3,-115.7643486,17.84393310546875,22.53890887,113.9314656,415,733
-115,-9,-124.5149694,22.75030517578125,22.5389153,113.9319046,415,778
-115,-7,-122.7900975,22.6942138671875,22.53890692,113.9319339,415,781
-113,-9,-122.5149694,21.73724365234375,22.53891376,113.9320314,415,791
-114,-10,-124.4139269,20.5345458984375,22.53891203,113.9320942,415,797
-116,-10,-126.4139269,20.1737060546875,22.53890931,113.9321032,415,798
-120,-10,-130.4139269,5.031707763671875,22.53891111,113.9350995,415,1106
-111,-3,-115.7643486,17.2938232421875,22.5389046,113.9314213,416,728
-116,-8,-124.6389203,17.6529541015625,22.53890245,113.9314471,416,731
-113,-7,-120.7900975,22.80438232421875,22.53890586,113.9319247,416,780
-116,-10,-126.4139269,22.4061279296875,22.53890253,113.9319525,416,783
-116,-11,-127.3319562,22.05914306640625,22.53890178,113.9319626,416,784
-116,-10,-126.4139269,21.46099853515625,22.53890316,113.9319837,416,786
-112,-6,-118.9732279,21.4246826171875,22.53890335,113.9319922,416,787
-111,-8,-119.6389203,21.30364990234375,22.5389024,113.9320083,416,788
-115,-10,-125.4139269,21.25360107421875,22.53890574,113.9320164,416,789
-115,-7,-122.7900975,19.77557373046875,22.53890118,113.9321218,416,800
-115,-11,-126.3319562,7.410552978515625,22.53890433,113.9332582,416,917
-118,-10,-128.4139269,5.203125,22.53890263,113.9351011,416,1106
-116,-11,-127.3319562,19.6180419921875,22.5388968,113.9321322,417,801
-119,-11,-130.3319562,16.2166748046875,22.5388816,113.931001,418,685
-117,-9,-126.5149694,19.2713623046875,22.53888778,113.9321534,418,803
-116,-8,-124.6389203,19.28533935546875,22.53888364,113.9321638,418,804
-116,-10,-126.4139269,7.28387451171875,22.53888823,113.9332641,418,917
-118,-12,-130.2657238,6.99053955078125,22.53888004,113.9332677,418,918
-116,-10,-126.4139269,5.50189208984375,22.53888665,113.9351039,418,1107
-112,-7,-119.7900975,18.94903564453125,22.53887676,113.932184,419,806
-117,-7,-124.7900975,18.79278564453125,22.53887293,113.9321941,419,807
-119,-10,-129.4139269,5.78363037109375,22.53887734,113.9351036,419,1107
-117,-8,-125.6389203,18.22125244140625,22.53886242,113.9322215,420,810
-113,-8,-121.6389203,6.8055419921875,22.53886343,113.9332729,420,918
-114,-6,-120.9732279,15.89422607421875,22.53886092,113.9310055,421,685
-115,-9,-124.5149694,17.74200439453125,22.53885507,113.9322424,421,812
-115,-10,-125.4139269,6.582122802734375,22.53885388,113.933278,421,919
-121,-12,-133.2657238,5.70208740234375,22.53886026,113.9351061,421,1107
-114,-9,-123.5149694,16.0050048828125,22.53885078,113.9310091,422,686
-111,-6,-117.9732279,17.43206787109375,22.53884973,113.9322523,422,813
-120,-12,-132.2657238,6.311614990234375,22.53884567,113.9332803,422,919
-117,-8,-125.6389203,5.780548095703125,22.53885159,113.9351071,422,1107
-112,-8,-120.6389203,16.8626708984375,22.53883698,113.9322658,423,815
-117,-8,-125.6389203,6.2386474609375,22.53883454,113.9351125,423,1108
-113,-5,-119.1933105,16.39202880859375,22.53883127,113.9310178,424,687
-112,-6,-118.9732279,16.72027587890625,22.53882929,113.9322733,424,816
-119,-13,-132.212384,5.98004150390625,22.53882898,113.9332856,424,920
-120,-11,-131.3319562,6.502716064453125,22.53882593,113.935115,424,1108
-113,-5,-119.1933105,16.30535888671875,22.53882294,113.9310219,425,687
-113,-7,-120.7900975,5.99090576171875,22.53882068,113.9332879,425,920
-117,-9,-126.5149694,16.26861572265625,22.53881517,113.9322872,426,817
-113,-7,-120.7900975,15.89447021484375,22.53880983,113.9322962,426,818
-116,-7,-123.7900975,16.47186279296875,22.53880648,113.9310283,427,688
-114,-6,-120.9732279,15.69036865234375,22.53879916,113.9323152,427,820
-114,-10,-124.4139269,5.33770751953125,22.5388035,113.9332925,427,920
-112,-7,-119.7900975,7.238555908203125,22.53880742,113.9351199,427,1108
-115,-6,-121.9732279,7.302520751953125,22.53879892,113.9351245,427,1109
-115,-7,-122.7900975,15.4930419921875,22.5387925,113.9323251,428,821
-116,-11,-127.3319562,5.170257568359375,22.53879449,113.9332925,428,920
-111,-6,-117.9732279,14.64483642578125,22.538782,113.9323439,429,823
-115,-10,-125.4139269,8.140655517578125,22.53878343,113.9351355,429,1110
-114,-6,-120.9732279,16.42828369140625,22.5387754,113.9310251,430,687
-112,-6,-118.9732279,14.76544189453125,22.53877656,113.9323523,430,824
-117,-7,-124.7900975,4.980072021484375,22.53877733,113.9332998,430,921
-111,-3,-115.7643486,16.39984130859375,22.53876681,113.9310206,431,687
-115,-6,-121.9732279,14.45404052734375,22.53876358,113.9323671,431,825
-112,-7,-121.9732279,14.45404052734375,22.53853497,113.9308117,431,825
-113,-7,-120.7900975,4.8416748046875,22.53876864,113.9333028,431,921
-115,-6,-121.9732279,14.44921875,22.53875636,113.9323729,432,826
-121,-11,-132.3319562,9.992706298828123,22.53876037,113.935147,432,1111
-114,-5,-120.1933105,16.21368408203125,22.53874797,113.9309933,433,684
-114,-5,-120.1933105,16.14154052734375,22.53875332,113.9310038,433,685
-116,-8,-128.952322,4.38531494140625,22.5387518,113.9333082,433,922
-121,-12,-128.952322,4.38531494140625,22.5387518,113.9333082,433,922
-116,-6,-122.9732279,16.54998779296875,22.53873753,113.9309633,434,681
-113,-5,-119.1933105,16.37945556640625,22.53874114,113.9309732,434,682
-111,-6,-117.9732279,14.46063232421875,22.53874252,113.9323864,434,827
-113,-5,-119.1933105,14.59014892578125,22.53873605,113.9323932,434,828
-116,-8,-124.6389203,4.16619873046875,22.53874405,113.9333112,434,922
-115,-7,-122.7900975,16.5692138671875,22.53872838,113.9309442,435,679
-114,-6,-120.9732279,4.15350341796875,22.53872895,113.9333193,435,923
-115,-9,-124.5149694,10.584197998046877,22.53873327,113.9351574,435,1112
-113,-5,-119.1933105,16.5240478515625,22.53872317,113.9309357,436,678
-113,-8,-121.6389203,14.83233642578125,22.53872349,113.9324055,436,829
-117,-11,-128.3319562,4.115631103515625,22.53872121,113.9333236,436,924
-117,-9,-126.5149694,10.379486083984377,22.53872492,113.9351583,436,1112
-116,-6,-122.9732279,16.509521484375,22.53871146,113.9309205,437,677
-111,-6,-117.9732279,15.0775146484375,22.5387152,113.9324122,437,830
-117,-9,-126.5149694,16.6427001953125,22.53870386,113.9309119,438,676
-118,-13,-131.212384,4.089324951171875,22.53870349,113.9333303,438,924
-113,-5,-119.1933105,15.23577880859375,22.53869739,113.9324255,439,831
-115,-11,-126.3319562,4.040740966796875,22.5386951,113.9333338,439,925
-107,-4,-112.4554046,17.1500244140625,22.53868649,113.9308962,440,674
-110,-6,-116.9732279,15.05682373046875,22.53868852,113.9324317,440,832
-109,-5,-115.1933105,17.019775390625,22.53867813,113.9308923,441,674
-120,-10,-130.4139269,3.96514892578125,22.53867826,113.9333432,441,926
-122,-13,-135.212384,10.074951171875,22.53868152,113.935176,441,1114
-112,-6,-118.9732279,14.7252197265625,22.53867081,113.9324465,442,833
-112,-7,-119.7900975,14.90484619140625,22.53866255,113.9324527,443,834
-116,-11,-127.3319562,3.86199951171875,22.53865259,113.9333549,444,927
-123,-15,-138.1352092,10.153472900390623,22.53865445,113.9351886,444,1115
-114,-9,-123.5149694,17.08416748046875,22.53863964,113.9308853,445,673
-112,-6,-118.9732279,14.95318603515625,22.53864415,113.9324598,445,835
-114,-5,-120.1933105,3.748626708984375,22.53864322,113.9333583,445,927
-123,-15,-138.1352092,9.829681396484377,22.53864534,113.9351901,445,1116
-114,-8,-122.6389203,17.13494873046875,22.53863133,113.9308871,446,673
-109,-4,-114.4554046,15.13238525390625,22.53863627,113.9324638,446,835
-115,-9,-124.5149694,15.31390380859375,22.53861941,113.9324685,447,836
-120,-10,-130.4139269,3.980194091796875,22.53862493,113.9333649,447,928
-116,-8,-124.6389203,16.74066162109375,22.53861352,113.9308874,448,673
-113,-4,-118.4554046,15.62591552734375,22.53861185,113.9324721,448,836
-120,-12,-132.2657238,4.006561279296875,22.53861536,113.9333647,448,928
-116,-11,-127.3319562,9.894622802734377,22.53861088,113.9351919,448,1116
-112,-4,-117.4554046,15.9627685546875,22.53859346,113.9324806,450,837
-120,-11,-131.3319562,4.214752197265625,22.53859735,113.9333665,450,928
-118,-12,-130.2657238,9.935821533203123,22.53859445,113.9352005,450,1117
-122,-12,-134.2657238,16.363525390625,22.53858771,113.9308875,451,673
-111,-6,-117.9732279,16.140869140625,22.53858495,113.9324852,451,837
-117,-12,-129.2657238,4.134552001953125,22.5385881,113.9333692,451,928
-112,-8,-120.6389203,16.313232421875,22.53858013,113.930883,452,673
-115,-10,-125.4139269,15.74822998046875,22.53857103,113.9308589,453,670
-115,-7,-122.7900975,16.22491455078125,22.53856701,113.932493,453,838
-116,-11,-127.3319562,3.56060791015625,22.53856964,113.9333742,453,929
-119,-15,-134.1352092,9.7235107421875,22.53856968,113.9352151,453,1118
-115,-9,-124.5149694,15.49395751953125,22.53856197,113.9308534,454,670
-113,-5,-119.1933105,16.23468017578125,22.53855795,113.9324963,454,839
-120,-12,-132.2657238,3.45928955078125,22.53856089,113.9333759,454,929
-116,-11,-127.3319562,9.653900146484377,22.53855991,113.9352168,454,1118
-113,-5,-119.1933105,15.30487060546875,22.53854826,113.9308397,455,668
-112,-7,-119.7900975,16.11090087890625,22.53854107,113.9325045,456,839
-117,-11,-128.3319562,3.397796630859375,22.53854351,113.9333789,456,929
-118,-9,-127.5149694,9.243560791015623,22.5385396,113.9352204,456,1119
-115,-6,-119.7900975,14.45404052734375,22.53876358,113.9323671,457,665
-112,-7,-119.7900975,14.45404052734375,22.53853497,113.9308117,457,665
-108,-6,-114.9732279,16.05987548828125,22.5385313,113.9325082,457,840
-121,-12,-133.2657238,3.312896728515625,22.53853543,113.9333828,457,930
-122,-14,-136.1695429,9.21051025390625,22.53853135,113.9352194,457,1119
-117,-9,-126.5149694,14.37200927734375,22.53852878,113.9308076,458,665
-114,-8,-122.6389203,16.14910888671875,22.53851313,113.9325117,459,840
-117,-11,-128.3319562,3.361602783203125,22.53851789,113.933391,459,931
-111,-6,-117.9732279,14.17816162109375,22.53850593,113.930792,460,663
-113,-7,-120.7900975,16.4854736328125,22.53850385,113.9325152,460,840
-117,-11,-128.3319562,9.305267333984377,22.53851097,113.9352169,460,1118
-125,-13,-138.212384,9.240997314453123,22.53850087,113.9352128,461,1118
-112,-8,-120.6389203,13.73443603515625,22.53848453,113.9307873,462,663
-111,-6,-117.9732279,16.9188232421875,22.53848974,113.9325176,462,841
-110,-4,-115.4554046,17.20428466796875,22.53848229,113.9325171,463,841
-116,-11,-127.3319562,3.126129150390625,22.53848134,113.9334046,463,932
-124,-12,-136.2657238,9.148223876953123,22.53848312,113.9352041,463,1117
-119,-11,-130.3319562,8.830657958984375,22.53847509,113.9352,464,1117
-117,-12,-129.2657238,17.0528564453125,22.53846297,113.9325163,465,841
-114,-5,-120.1933105,7.353485107421875,22.53846295,113.9351717,465,1114
-118,-13,-131.212384,13.4901123046875,22.53845233,113.9307868,466,663
-109,-7,-116.7900975,16.90399169921875,22.53845282,113.9325168,466,841
-119,-11,-130.3319562,3.288909912109375,22.5384544,113.9334131,466,933
-120,-11,-131.3319562,5.911102294921875,22.5384502,113.9351467,466,1111
-115,-10,-125.4139269,13.1673583984375,22.53844241,113.9307841,467,662
-118,-12,-130.2657238,11.683013916015623,22.53844143,113.9337687,467,969
-118,-12,-130.2657238,11.84796142578125,22.53844165,113.9337793,467,970
-123,-15,-138.1352092,12.30926513671875,22.53844316,113.9338125,467,974
-120,-14,-134.1695429,13.1336669921875,22.53844235,113.9338292,467,976
-122,-13,-135.212384,13.47796630859375,22.53844256,113.9338398,467,977
-122,-13,-135.212384,13.59893798828125,22.53844315,113.9338609,467,979
-121,-12,-133.2657238,13.28326416015625,22.53844011,113.9338718,467,980
-113,-8,-121.6389203,16.67877197265625,22.53843293,113.9325162,468,841
-118,-10,-128.4139269,3.601104736328125,22.53843775,113.933423,468,934
-121,-12,-133.2657238,10.849334716796877,22.5384332,113.9337348,468,966
-122,-12,-134.2657238,11.15057373046875,22.53843666,113.9337461,468,967
-123,-14,-137.1695429,12.5535888671875,22.53843055,113.9338924,468,982
-120,-9,-129.5149694,2.753753662109375,22.53843488,113.9351183,468,1108
-119,-8,-127.6389203,3.922576904296875,22.53843847,113.9351294,468,1109
